image_id,uuid_prefix,original_filename,f4dficimg_path,xlsx_image_path
2604,8441ca9256a645e0a850b4327b41151f,1_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/1_left.jpg,static/img/8441ca9256a645e0a850b4327b41151f_1_left.jpg
2605,7aeead62ecd345c1a4caf03117bd10b4,2_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/2_right.jpg,static/img/7aeead62ecd345c1a4caf03117bd10b4_2_right.jpg
2606,73d697fe4cc64be29d2027fa7668e8b0,4_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/4_left.jpg,static/img/73d697fe4cc64be29d2027fa7668e8b0_4_left.jpg
2607,62483cd1b8524860bc10e1df7dd8bf4b,5_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/5_right.jpg,static/img/62483cd1b8524860bc10e1df7dd8bf4b_5_right.jpg
2608,e695bd106fbb4f79ad521872f0525dcb,6_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/6_left.jpg,static/img/e695bd106fbb4f79ad521872f0525dcb_6_left.jpg
2609,8c12c0c12a2649ee8476907c84563f55,7_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/7_left.jpg,static/img/8c12c0c12a2649ee8476907c84563f55_7_left.jpg
2610,d70f5ffbacf541758891b6a93b426962,7_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/7_right.jpg,static/img/d70f5ffbacf541758891b6a93b426962_7_right.jpg
2611,64db85641c1d4fbf8a44bc4eeccb42ba,8_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/8_right.jpg,static/img/64db85641c1d4fbf8a44bc4eeccb42ba_8_right.jpg
2612,d918f69a7a55441f9105e0fb6e6894c3,9_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/9_left.jpg,static/img/d918f69a7a55441f9105e0fb6e6894c3_9_left.jpg
2613,c6e82929205a498e85fd13e334078423,11_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/11_left.jpg,static/img/c6e82929205a498e85fd13e334078423_11_left.jpg
2614,9ee9afdecb4a4ff48af517242ab08659,13_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/13_left.jpg,static/img/9ee9afdecb4a4ff48af517242ab08659_13_left.jpg
2615,58249e6fc3bb4989aa19009654dd23a4,14_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/14_right.jpg,static/img/58249e6fc3bb4989aa19009654dd23a4_14_right.jpg
2616,7989157a159246c6bbef88d50aa8a19f,15_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/15_left.jpg,static/img/7989157a159246c6bbef88d50aa8a19f_15_left.jpg
2617,9036023551c84735887f1be2a0264f60,16_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/16_left.jpg,static/img/9036023551c84735887f1be2a0264f60_16_left.jpg
2618,6a0108100da146969718155f5b0abe09,18_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/18_right.jpg,static/img/6a0108100da146969718155f5b0abe09_18_right.jpg
2619,0885229d96ee47ef8e6341412524d4ca,19_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/19_right.jpg,static/img/0885229d96ee47ef8e6341412524d4ca_19_right.jpg
2620,77dbbc46ea0144c2856cb03297451dc1,23_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/23_left.jpg,static/img/77dbbc46ea0144c2856cb03297451dc1_23_left.jpg
2621,b5f357deb2cb41e8be2390326b6de503,24_left.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/24_left.jpg,static/img/b5f357deb2cb41e8be2390326b6de503_24_left.jpg
2622,dd3cd411b696429cb6446e3ef21896f0,27_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/27_right.jpg,static/img/dd3cd411b696429cb6446e3ef21896f0_27_right.jpg
2623,d9d67507bbf9411fbd23f0c2a80a249a,28_right.jpg,~/ml4img/f4dficimg/dif_orid5k_balanced/28_right.jpg,static/img/d9d67507bbf9411fbd23f0c2a80a249a_28_right.jpg
